Product_id,Stall_no,instock_date,Market_Category,Customer_name,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
BRAE6GEHJSUGE3FN,28.0,2015-08-18 20:08:07.000,403,Itzayana,Yes,Organic,0,60,0,145.0,6,2411.0,3500.0,3032.468925
BRAEBADVXZ2HFJC8,31.0,2015-08-19 18:32:15.000,24,Annabeth,No ,Fashion,0,47,1,399.0,,6332.0,8333.0,1153.8334008
WFCEGE8AWTDDUAMC,16.0,2016-03-28 23:55:13.000,65,Kahli,No ,Pet_care,2,42,0,159.0,4,7381.0,11029.0,9307.726848
TOPEDZ8BBH7MWH86,19.0,2016-03-29 23:00:31.000,463,Giacomo,No ,Child_care,0,13,0,344.0,6,1980.0,6598.0,4635.106443
NKCE8NTQZZDFGCHB,48.0,2016-01-07 05:12:18.000,65,Waleed,No ,Fashion,2,86,0,353.0,12,2838.0,4906.0,4168.74304
CBKEJ3ANVGYFED6Q,15.0,2015-05-09 14:10:20.000,447,Margot,Yes,Cosmetics,0,44,0,247.0,17,3669.0,5052.0,4585.374576
RNGE7M92FC3SNGZD,16.0,2015-08-17 20:08:07.000,149,Leighton,No ,Pet_care,0,14,0,178.0,11,7420.0,9792.0,8792.590653
CRTECN2QYJVTVEH9,14.0,2015-09-23 16:28:31.000,58,Amor,No ,Technology,0,7,0,642.0,6,2957.0,,4348.785078
BRAE3TSHYZHBYFBU,1.0,2015-08-21 20:32:15.000,358,Destin,Yes,Pet_care,3,25,0,119.0,8,,8351.0,5960.24205
PCSE4TF3HP7QP3NR,43.0,2016-03-28 20:59:34.000,234,Leda,Yes,Home_decor,1,35,0,272.0,11,16099.0,20137.0,18363.905175
SHIEBFNPCGZERMJB,23.0,2015-11-17 03:56:09.000,55,Copeland,No ,Repair,0,99,0,221.0,5,3457.0,5804.0,4783.924992
WATE4S5RZZY6ZCSA,25.0,2016-03-28 21:39:51.000,60,Rynn,Yes,Organic,3,92,0,111.0,5,172.0,2609.0,1480.56832
BKPEGXU9NZQRQGF2,47.0,2016-03-09 19:55:22.000,221,Declyn,No ,Fashion,0,82,1,357.0,13,599.0,1130.0,180.7521408
DSTEJJ8VGMGUFVWF,30.0,2015-05-05 14:11:13.000,44,Abraham,Yes,Cosmetics,1,65,0,218.0,14,6331.0,11450.0,9029.7405
RNGEDAKCZZGK5HXE,1.0,2015-08-15 23:22:13.000,437,Marcel,Yes,Cosmetics,0,55,0,208.0,14,7201.0,10597.0,9061.095456
SHIE7ZWAUZG6SUMF,27.0,2015-09-25 17:32:40.000,65,Isra,Yes,Hospitality,2,79,0,277.0,11,2209.0,3918.0,3310.4313
ACCEGH6QGCGAZBFZ,23.0,2016-02-25 00:36:24.000,57,Kolbi,No ,Pet_care,0,26,0,192.0,11,3621.0,7199.0,5593.930125
NKCE6FYZQCDZZMXA,34.0,2015-11-18 18:29:51.000,108,Augusta,Yes,Technology,0,72,1,565.0,10,2651.0,5557.0,693.95535
PCSDYQEWZ9RYKJAF,21.0,2016-03-26 22:24:15.000,211,Cherokee,Yes,Educational,0,41,0,138.0,9,6875.0,9699.0,8378.492256
CAGE6TUDNZCKHMGQ,32.0,2015-12-08 05:09:06.000,58,Queenie,No ,Hospitality,0,61,0,348.0,10,4849.0,6509.0,5972.3532
NKCEASCZVVYGPQNQ,25.0,2015-12-02 05:32:49.000,58,Alara,Yes,Hospitality,0,36,1,324.0,12,6452.0,8835.0,1193.50924875
RTRDPEUPQRZGWHGC,37.0,2016-01-19 20:38:29.000,101,Braxon,No ,Fashion,0,31,1,392.0,14,1236.0,1643.0,274.34043
BRAEB2ZTTWEGF3DD,22.0,2015-08-20 18:48:47.000,94,Dariana,Yes,Cosmetics,2,45,0,205.0,15,971.0,7805.0,4570.142688
NKCE9RCWGMBF2SVX,23.0,2015-12-07 04:21:22.000,0,Aveah,No ,Child_care,0,85,0,268.0,6,827.0,5625.0,3445.598464
NKCE3JRMAKGHBCAC,23.0,2016-02-04 01:07:25.000,55,Riyah,Yes,Home_decor,0,81,0,226.0,12,2025.0,6063.0,4213.29216
ACCEKFVXGGHZ9VES,1.0,2015-05-08 13:20:08.000,268,Dillon,No ,Organic,2,64,0,129.0,8,,4944.0,4454.4951
CRTECN2QTNDGT2VX,50.0,2015-09-26 14:24:04.000,447,Ileana,No ,Educational,0,14,0,156.0,10,1841.0,3785.0,2971.512819
NKCE9YX2JQAYDHSV,24.0,2016-01-05 03:24:12.000,58,Jenavieve,Yes,Cosmetics,0,37,0,280.0,17,4573.0,5973.0,5548.0551
LJGEJQ4ZHGA5XSD7,41.0,2015-05-08 17:22:36.000,450,Winston,Yes,Home_decor,0,66,0,294.0,12,3158.0,5110.0,4388.6304
SWSEBFKBUUMHWJJH,35.0,2016-03-30 00:37:49.000,469,Catalia,Yes,Fashion,0,84,0,363.0,15,4958.0,6750.0,6136.128768
NKCDYARBBBGJ3WGG,42.0,2015-09-26 16:28:55.000,57,Harbor,Yes,Hospitality,0,38,0,254.0,6,3334.0,,5083.16025
SHOECD7Y2Q4ZZRDF,37.0,2015-05-05 13:20:59.000,358,Jude,Yes,Educational,3,21,0,127.0,10,3073.0,15082.0,9190.54605
CRTECN2QYJDGSWPA,20.0,2015-09-25 17:28:55.000,452,Travon,Yes,Pet_care,0,75,0,176.0,,3041.0,4541.0,3929.5773
ARPEDQM39KH99YSG,34.0,2016-03-29 22:37:49.000,211,Ryla,Yes,Fashion,0,49,0,368.0,15,5338.0,8542.0,7271.572176
PTSEDHS7WZ5HCWZW,20.0,2015-09-13 04:56:04.000,151,Brookelynn,No ,Technology,0,81,0,596.0,15,242.0,990.0,1195.453952
CRTECN2QWAXDGXMW,24.0,2015-09-24 14:32:40.000,55,Jayne,No ,Cosmetics,0,67,0,261.0,17,1278.0,3239.0,2498.1066
DRPEHYHMTYJV3FSH,22.0,2015-11-12 18:09:36.000,350,Cayden,Yes,Pet_care,1,65,1,181.0,6,5564.0,8544.0,1075.025655
ACCDX8ZT6GGZDFHX,9.0,2016-03-24 04:22:57.000,175,Karder,Yes,Educational,0,82,0,108.0,7,9899.0,13703.0,11745.651456
RNGE87FCHF9VVZPN,35.0,2015-05-05 17:10:51.000,423,Hayden,Yes,Fashion,0,36,0,371.0,11,2854.0,7850.0,5714.567775
NKCEDF2ZPGYDRGXQ,37.0,2015-12-07 05:23:54.000,121,Eliya,Yes,Repair,0,89,0,277.0,1,1055.0,3124.0,2332.629376
PBXEAZTCCAUM8TMT,32.0,2015-12-06 03:52:21.000,3,Zari,Yes,Cosmetics,0,74,1,286.0,14,1415.0,2946.0,366.728175
NKCEBF3YCBJCN6AN,30.0,2015-12-02 02:51:47.000,111,Zaedyn,Yes,Home_decor,2,13,1,272.0,14,2012.0,4238.0,510.1559793
SNDEHZQ6ABTZCWQG,12.0,2015-11-04 05:42:28.000,65,Tierra,No ,Cosmetics,2,63,0,284.0,,2752.0,4745.0,3998.115
SHIE9J6PXUGTQMCH,42.0,2015-09-23 15:25:16.000,23,Lars,No ,Cosmetics,0,78,0,293.0,14,2723.0,4150.0,3696.9669
ACCEAHRFBR6PTFZZ,23.0,2016-03-30 19:58:42.000,65,Kris,Yes,Educational,2,16,0,113.0,10,5645.0,8072.0,6977.662164
BRAEFR6JFJY6HBWB,33.0,2015-08-18 23:08:56.000,23,Achilles,Yes,Organic,0,46,0,129.0,7,1349.0,4978.0,3273.623856
RNGDTBQUHTUE3HSK,29.0,2015-05-06 16:21:38.000,397,Mariana,Yes,Repair,0,2,0,254.0,9,3245.0,7017.0,5389.081038
MUGEACY8Z6ARBSVS,7.0,2015-09-22 15:30:05.000,80,Banks,No ,Hospitality,2,30,1,303.0,14,1726.0,4153.0,485.7755175
SHOEGEV4TDKWVMAD,6.0,2015-08-23 19:37:05.000,448,Ollie,Yes,Cosmetics,0,69,0,287.0,12,458.0,2695.0,1846.7361
BRAE6ZCKDZGD7FBN,46.0,2015-08-19 03:31:36.000,446,Stacy,Yes,Technology,0,50,0,484.0,12,6764.0,9506.0,8573.535936
NKCE8BG8TK3KZ7NA,9.0,2015-11-21 03:56:25.000,451,Hershel,Yes,Educational,0,80,0,160.0,12,8355.0,11276.0,9762.5662
NKCE2YCPMK7BM3HF,29.0,2015-09-25 14:29:03.000,58,Karas,Yes,Fashion,1,3,0,,14,3122.0,4013.0,3943.095651
NKCDX3BHHR2GGTUK,11.0,2016-02-06 06:30:24.000,1,Zakir,No ,Home_decor,0,24,0,221.0,17,1355.0,4411.0,3101.12775
ACCDSY8EHHF5TSKC,15.0,2016-03-21 03:23:09.000,2,Aaryn,Yes,Fashion,1,20,1,358.0,16,6686.0,11356.0,1377.31167375
PCSECPHKBH3N5R7C,6.0,2016-03-23 02:42:03.000,231,Demoni,Yes,Hospitality,2,7,1,254.0,5,6311.0,8726.0,1166.3223561
PLLEHQTTGJSKEGXQ,18.0,2015-08-22 21:37:05.000,320,Letty,No ,Hospitality,0,17,,300.0,7,640.0,4444.0,2843.495622
CRTECN2QYZXQGFHE,24.0,2015-09-23 15:31:33.000,205,Candace,Yes,Educational,0,71,0,156.0,15,2090.0,2999.0,2677.2768
NKCDZHF7YJM5HBFP,43.0,2015-09-24 17:20:25.000,469,Knowledge,Yes,Educational,0,87,0,125.0,15,3885.0,5346.0,4679.057152
SHIECGQ7FMHSYNR6,44.0,2015-09-25 14:25:15.000,65,Kim,Yes,Pet_care,2,74,0,194.0,4,2361.0,3810.0,3247.9227
NKCE7MBRAHWXZHAX,12.0,2015-09-26 15:19:57.000,198,Devora,Yes,Educational,0,85,0,151.0,14,3091.0,4000.0,3648.158976
DREDUKH4YHWHURG3,2.0,2015-09-22 14:23:34.000,24,,Yes,Repair,0,11,0,284.0,1,2106.0,2921.0,2797.470225
KHREJWM2NDAMPG7J,35.0,2015-09-22 13:23:15.000,452,Xitlali,No ,Repair,0,90,0,203.0,7,2663.0,3575.0,3276.311808
NKCECGVA7VYCDNXB,15.0,2015-12-07 02:14:52.000,294,Ramir,Yes,Hospitality,2,6,1,265.0,10,1245.0,4570.0,476.26386885
SHIEC9AFED2B2EZX,6.0,2015-11-17 05:55:14.000,24,Kalaya,Yes,Organic,0,36,0,120.0,9,4894.0,7105.0,6109.58775
RNGEA8Z5PHCTUKFF,16.0,2016-03-29 22:56:25.000,188,Bashir,Yes,Fashion,0,7,0,360.0,12,3186.0,5827.0,4871.422809
WATEHYW2RZZHHHVZ,3.0,2015-11-05 05:03:25.000,188,Karon,Yes,Educational,0,25,0,159.0,12,2799.0,3834.0,3470.7813
CRTECN2QTH6YPGYF,41.0,2015-09-25 16:28:34.000,79,Maceo,No ,Child_care,0,69,0,305.0,17,1241.0,2470.0,2142.0135
TOPEC8AAGCHQZWSD,19.0,2015-08-22 18:48:47.000,113,Baron,Yes,Home_decor,0,35,0,296.0,14,922.0,5877.0,3691.00935
NKCE4894FKHVGPMN,35.0,2015-09-26 15:27:07.000,451,Brynlie,Yes,Home_decor,0,76,0,,10,4816.0,6999.0,6122.5659
CRTECN2QZSPZDNAR,36.0,2015-09-26 13:25:52.000,55,Brandy,Yes,Home_decor,0,90,0,241.0,17,1759.0,4042.0,3101.121408
SHOE2FQCKJDCP9ZW,11.0,2015-02-07 16:15:21.000,358,Jaxson,Yes,Educational,3,72,0,127.0,16,2606.0,11726.0,7231.4253
MUGEAGGKKZ6KHFRG,17.0,2015-09-23 13:26:21.000,268,Caelyn,Yes,Home_decor,2,57,0,232.0,14,604.0,3714.0,2378.698272
PACEY7PZX958DH5S,11.0,2015-09-25 17:19:57.000,55,,Yes,Home_decor,0,100,0,261.0,11,1771.0,3578.0,2872.3251
CAGE9YTZHBQ5ZGWM,17.0,2015-11-19 05:56:16.000,452,Mylan,Yes,Organic,0,41,0,128.0,8,6619.0,8764.0,7775.56584
NKCE96SXT4MVC3GG,22.0,2015-11-17 04:53:53.000,24,,Yes,Educational,0,16,0,105.0,8,5254.0,7482.0,6477.442191
SHOEFG8PSSYNGA9B,12.0,2016-03-05 03:47:42.000,217,Aris,No ,Cosmetics,1,19,0,223.0,15,379.0,571.0,698.640129
RNGED7QUMBSFDQKU,7.0,2015-05-07 16:09:37.000,447,Gwendolyn,No ,Repair,0,54,0,296.0,8,3295.0,4800.0,4318.920864
WATE68H5CT3JRKEZ,36.0,2015-05-05 13:10:27.000,443,Kinsley,Yes,Fashion,0,26,0,376.0,16,4109.0,5353.0,5101.783575
NKCE6Y8DSYQVSMGZ,38.0,2015-11-15 01:13:04.000,55,Azra,Yes,Organic,0,22,1,143.0,5,2541.0,4528.0,550.51077375
PCSE6SJG2UD3X4G3,23.0,2016-03-15 14:07:13.000,452,Arlin,Yes,Pet_care,0,2,1,150.0,4,5723.0,8624.0,1098.84560445
STIEGPNXUZ7MJHNF,8.0,2015-07-12 21:55:19.000,358,Courtney,Yes,Repair,3,1,1,299.0,7,4234.0,5223.0,754.54603785
NKCEBFWTTUNZHDUS,26.0,2015-11-21 08:38:13.000,452,Jashawn,Yes,Cosmetics,0,66,0,294.0,16,7300.0,9076.0,8410.149
KECEGTXHHGPKYUVZ,42.0,2016-03-06 22:12:22.000,275,Emerick,No ,Hospitality,0,92,0,261.0,8,2409.0,5197.0,4008.474624
PBXEAT5YEBXXHPEW,49.0,2016-01-03 04:41:00.000,443,Shmiel,Yes,Repair,0,95,1,263.0,1,4478.0,6046.0,816.8943552
SHOEF9G8NSYGZW8W,32.0,2015-04-09 21:02:22.000,0,Ashley,Yes,Child_care,0,98,0,337.0,5,2379.0,4811.0,3877.15328
ACCEGYSD3FSRZXEH,15.0,2015-05-08 17:20:00.000,320,Anya,Yes,Child_care,0,63,0,307.0,,2296.0,6561.0,4694.7186
BRAECTFYMXBDGSKA,49.0,2015-08-18 21:26:08.000,99,Camilo,Yes,Cosmetics,0,19,0,213.0,16,1285.0,2176.0,1946.075373
NKCE84YJJTUGYFVN,41.0,2016-01-05 06:21:01.000,301,Jahdiel,Yes,Organic,0,63,0,118.0,9,1220.0,3206.0,2309.6601
TOPECCCPGSVFTHHC,14.0,2016-03-30 19:56:30.000,35,Kaavya,Yes,Home_decor,0,20,0,225.0,12,2315.0,3419.0,3025.7926
BOLEDTCXKEZP9MVG,5.0,2015-09-04 22:31:27.000,113,Thor,Yes,Technology,0,66,1,487.0,17,982.0,5026.0,519.172335
RTRE3WYAU6HNKCGS,34.0,2016-01-06 07:12:21.000,188,Auston,No ,Cosmetics,0,53,1,278.0,12,1911.0,3891.0,474.3168192
TOPE7NMGHMTJPCMT,11.0,2016-03-30 20:11:53.000,111,Nirvi,No ,Organic,0,89,0,105.0,7,3229.0,7266.0,5279.041152
PBXE73QF2FETKYSF,35.0,2015-11-18 06:53:58.000,443,Sania,Yes,Home_decor,0,46,0,287.0,17,8094.0,12220.0,10394.317872
SCHE6KDTKAQB5EBB,41.0,2016-01-06 06:39:46.000,403,Sunni,No ,Fashion,0,21,1,366.0,13,2326.0,3228.0,470.81152125
PCSDY5AHRAG6EJZR,39.0,2016-03-15 04:00:24.000,55,Varsha,No ,Fashion,0,57,0,391.0,12,3639.0,6952.0,5656.41576
NKCEAVZ3EUG4QGAJ,22.0,2016-02-20 20:36:24.000,275,Everhett,Yes,Hospitality,0,28,1,221.0,7,3416.0,4502.0,625.84696125
LNGEBDTBNZPHNWF6,43.0,2016-03-06 09:50:37.000,452,Caedmon,No ,Pet_care,0,9,0,101.0,1,4640.0,6607.0,5724.487494
MUGEAGGKPUYPSZAG,44.0,2015-09-22 16:19:57.000,165,Tanya,No ,Pet_care,0,50,0,126.0,3,1419.0,2337.0,1991.730816
NKCE6DPDXBXQ7W3A,3.0,2016-01-04 07:39:41.000,108,Elianny,No ,Child_care,0,83,1,251.0,15,2159.0,3827.0,480.2567616
MUGE4PXNXSEFGFZU,46.0,2015-09-22 15:30:27.000,14,Nazir,No ,Pet_care,0,26,0,132.0,10,3280.0,3932.0,3732.255975
BRAE8EHTFDHPJYYE,13.0,2015-08-19 21:08:56.000,57,Karl,No ,Hospitality,0,93,0,293.0,10,1574.0,3015.0,2552.497024
NKCDYSR9FBBZPHNX,2.0,2015-09-25 15:26:21.000,460,Tylen,Yes,Repair,3,46,0,261.0,,328.0,530.0,685.792656
TOPEHZNMGXRRHPGG,22.0,2015-11-12 07:39:44.000,55,Zylah,Yes,Organic,0,3,0,124.0,7,3623.0,4904.0,4390.040952
SUDEGVG3EJVEE8XZ,31.0,2015-09-14 01:20:34.000,128,Kayli,No ,Fashion,1,12,0,371.0,16,2452.0,,3639.356028
BRAEBUHXKDBWRMCK,1.0,2015-08-20 20:48:14.000,23,Elly,No ,Child_care,1,44,0,,,2433.0,3583.0,3278.293776
NKCE2YCPGMPDFUPF,47.0,2015-11-02 06:57:39.000,126,Eloisa,No ,Technology,0,52,1,518.0,14,1853.0,2393.0,394.0572888
DRPEHYHMKTQZZCR2,35.0,2015-11-12 02:20:42.000,3,Talitha,Yes,Home_decor,0,62,1,,16,3092.0,5547.0,672.914385
CRTECN2QXZUD8FBP,32.0,2015-09-23 16:23:55.000,74,Jackie,No ,Home_decor,0,91,0,230.0,14,3409.0,4732.0,4244.19072
WATEYAP3SPZUKHCP,10.0,2016-03-28 22:54:54.000,116,Saharsh,Yes,Repair,0,41,0,222.0,2,4604.0,6252.0,5614.923024
CRTECN2QUQKHZHYA,7.0,2015-10-20 23:52:27.000,188,Amila,No ,Educational,0,30,0,128.0,9,2506.0,3399.0,3075.4521
PBXECFH37FRPERYN,1.0,2015-11-20 03:55:20.000,177,Aletheia,No ,Organic,0,71,0,146.0,5,9947.0,15624.0,12808.5111
TOPE8YMA9YXKAGEW,31.0,2016-03-30 19:54:54.000,250,Jazell,No ,Pet_care,0,1,0,154.0,10,5130.0,6621.0,6034.776462
RNGEDAK2NXNHZWGD,7.0,2016-03-29 22:58:10.000,100,Clemente,Yes,Educational,0,83,0,134.0,11,1276.0,1586.0,1544.011392
TOPE8DPRCZ3PC3RM,17.0,2015-05-05 17:10:27.000,407,Rebecca,No ,Educational,0,89,0,170.0,,2782.0,4964.0,3990.122752
SHIEAVD8XSPYY8TQ,7.0,2015-09-25 17:23:53.000,14,Polina,Yes,Child_care,0,33,0,306.0,6,3326.0,4462.0,4191.83415
SWIEHF23HGR3ZRFG,30.0,2015-08-23 17:37:07.000,70,Zephyr,No ,Technology,2,95,0,580.0,8,1263.0,,2649.972864
SHODUMFYM8ZHSJBG,48.0,2015-02-07 16:15:21.000,350,Asher,Yes,Educational,1,58,0,102.0,15,3380.0,6026.0,4781.25288
BRAEFUKZUHFRJGHZ,2.0,2015-08-20 21:36:10.000,2,Aniston,No ,Educational,1,40,,167.0,12,3067.0,5108.0,4163.573275
PCSE55G4NFW3DUS3,46.0,2016-03-21 00:00:51.000,358,Sari,Yes,Educational,3,79,0,168.0,17,7851.0,13085.0,10547.262
SOCE7732ARDEF7UF,24.0,2016-03-06 09:40:57.000,124,Bawi,No ,Repair,0,36,0,214.0,5,2316.0,3277.0,3004.37025
TOPEHZNTNA9GMWFN,5.0,2015-11-10 15:05:16.000,113,Brithany,Yes,Hospitality,0,89,0,243.0,8,1993.0,4845.0,3611.967744
DIAEG6272U4HAGHC,14.0,2016-03-09 01:46:41.000,358,Talynn,No ,Hospitality,3,64,0,291.0,14,4394.0,17318.0,11050.578
BRAEDSENZ9WFTCES,27.0,2015-08-20 20:33:05.000,23,Ledger,No ,Hospitality,2,6,0,327.0,9,1373.0,2008.0,2018.818098
MUGEAGGKSGCWPFTG,42.0,2015-09-22 16:30:27.000,111,Ransom,Yes,Technology,1,83,0,620.0,12,1152.0,1995.0,2163.776384
PCSE9KFHPHPM2JEU,49.0,2016-03-16 17:47:37.000,469,Kameren,No ,Child_care,0,40,0,262.0,8,5763.0,7512.0,6749.451775
PCSE76X46YQXPRGD,30.0,2016-03-28 01:48:00.000,320,Bless,Yes,Cosmetics,0,24,1,217.0,16,2115.0,13146.0,1176.00910875
PACEAU9GVDACRKUV,48.0,2015-09-23 15:26:11.000,152,Eiza,Yes,Pet_care,0,36,0,145.0,7,1237.0,1580.0,1550.603775
SHOEE9HFJWS5BG8P,32.0,2015-05-06 14:10:20.000,165,,Yes,Repair,0,45,1,219.0,1,2456.0,3870.0,504.1009728
HKHED633F9Y9PGVR,1.0,2016-03-04 07:47:34.000,294,Vihan,Yes,Technology,2,28,0,494.0,8,3204.0,5400.0,4787.4414
PBXE5YG7J4ZCXWHX,6.0,2015-11-17 07:54:58.000,443,Cailin,No ,Hospitality,0,39,0,301.0,7,7681.0,12973.0,10608.641925
DREEFJ44SMEHZZFV,16.0,2015-05-09 14:03:00.000,452,Angie,Yes,Repair,0,74,1,292.0,,4402.0,6416.0,847.241505
BRAE6ZCHAHQE5HD9,23.0,2015-08-17 23:08:56.000,87,Paisleigh,Yes,Fashion,0,42,0,385.0,,2175.0,,4723.186896
NKCE72Y8YMHGMTV5,39.0,2015-09-24 14:22:14.000,55,Delylah,No ,Fashion,0,19,0,371.0,11,1352.0,4018.0,3058.644105
NKCE88AHPKA3KUNR,26.0,2015-09-25 13:24:08.000,165,Shriya,Yes,Child_care,0,93,0,344.0,16,1780.0,2750.0,2574.998272
NKCE9G2BH342RMHK,37.0,2015-10-21 01:38:58.000,165,Cate,No ,Pet_care,0,20,0,147.0,6,2231.0,3719.0,3053.49495
SAREH75XP4PDVJVW,14.0,2015-07-24 00:18:42.000,256,Reese,Yes,Home_decor,0,88,1,298.0,10,6223.0,17788.0,1820.7249984
LEAEAZDSZYFTQNSD,31.0,2016-01-22 17:50:22.000,451,Jahleel,Yes,Home_decor,0,77,0,267.0,12,3361.0,4221.0,4021.9245
TOPE5W8M8VJMZK35,8.0,2016-03-29 23:19:13.000,3,Kirin,No ,Educational,0,44,0,145.0,11,2519.0,5365.0,4065.155424
NKCE8Z4N8DHRXGZE,33.0,2015-09-25 16:22:13.000,447,Breckin,Yes,Cosmetics,0,58,0,261.0,13,2261.0,4076.0,3411.644832
MUGE5HG8AZTFDZ4T,28.0,2015-09-22 16:27:31.000,443,Yasin,Yes,Educational,0,2,1,112.0,6,2472.0,3798.0,487.2832668
BRAE3SGZAU6XAJUQ,42.0,2015-08-19 22:15:50.000,70,Jesiah,No ,Educational,2,94,0,133.0,16,1168.0,1637.0,1515.596544
NKCE9PFFFSGMMHZA,17.0,2016-02-05 02:18:45.000,14,Jahsir,Yes,Organic,0,89,0,137.0,8,2977.0,4095.0,3622.898048
RNGE7M92AHYVJFTN,50.0,2015-08-17 03:30:54.000,84,Henrik,No ,Organic,0,30,0,,7,1601.0,2552.0,2181.482625
NKCEA5FHMY3HFHVU,33.0,2015-11-20 04:54:51.000,443,Indy,No ,Fashion,0,26,0,371.0,13,9568.0,13189.0,11734.879275
BHGEGTATPZRZ8HHQ,11.0,2016-03-12 10:23:01.000,24,Carlota,No ,Hospitality,0,21,0,318.0,14,5737.0,8135.0,7245.550725
NKCEGMUCMFXZ3FZZ,18.0,2015-05-23 20:04:54.000,63,Fletcher,Yes,Educational,1,48,0,128.0,12,3124.0,9391.0,6352.094736
CLDE2YKDGCRWRWMF,22.0,2015-09-22 14:28:21.000,450,Laylani,Yes,Cosmetics,0,72,0,229.0,16,962.0,2911.0,2146.914
TSHEHU5RYE6UH4SQ,45.0,2015-05-09 16:13:03.000,437,Galilea,Yes,Organic,0,71,0,121.0,6,5211.0,7413.0,6372.4221
ACCEGG7KUYJWDUUG,33.0,2015-08-23 21:48:25.000,469,,No ,Fashion,2,88,0,381.0,15,3659.0,4933.0,4615.998464
NKCE996SQR4MGZSC,16.0,2015-09-24 15:26:05.000,111,,Yes,Pet_care,1,31,0,134.0,2,1542.0,3307.0,2552.58255
BRAE7Y46N7YAFU2H,11.0,2015-08-18 20:08:40.000,320,,Yes,Educational,0,82,0,155.0,9,7410.0,12804.0,10123.19616
SNDEGFDVAFPTGYED,46.0,2016-03-29 22:00:46.000,114,Maricella,No ,Technology,0,64,0,511.0,5,1659.0,6844.0,4716.9837
NKCEAP3S8VXVE2QY,35.0,2016-01-03 08:05:57.000,11,Roma,Yes,Fashion,3,1,1,359.0,14,514.0,1168.0,180.1589823
JEAEGE8QPZN6YVGH,22.0,2016-03-29 20:04:58.000,38,Matai,No ,Pet_care,3,50,0,196.0,6,3443.0,10521.0,7136.223984
BRAEDH6PP3XMBGB3,14.0,2015-08-21 19:36:42.000,462,Arianny,Yes,Technology,3,65,0,585.0,9,4324.0,7795.0,6583.4505
CRTECN2QSBZA5YHQ,31.0,2015-09-23 14:30:14.000,441,Xena,Yes,Home_decor,0,49,0,239.0,12,3326.0,5286.0,4521.048912
CLTEJCK7KMJKN5HJ,25.0,2015-05-05 15:20:59.000,13,Amy,Yes,Child_care,3,17,0,321.0,12,519.0,2398.0,1781.071875
NKCE7MBRTJSHD4MA,44.0,2015-09-25 16:25:21.000,68,Niah,Yes,Child_care,0,72,0,259.0,16,1691.0,3617.0,2888.0775
PCSE4VAVGZGPZGF2,45.0,2016-03-28 19:46:37.000,24,Josemaria,Yes,Educational,0,60,1,106.0,12,7805.0,10083.0,1328.52953625
NKCE7NFFJUFHDAQZ,40.0,2015-09-24 15:26:36.000,452,Avni,Yes,Educational,0,66,0,126.0,11,3304.0,4400.0,3942.4176
BRAEBBMQYEW8WQHW,15.0,2015-08-19 21:26:08.000,55,,No ,Cosmetics,0,19,0,218.0,16,941.0,3173.0,2278.062171
SHOEAP3QYFUR6QQB,9.0,2015-09-22 14:25:21.000,23,Grayden,No ,Home_decor,2,88,0,247.0,11,862.0,3562.0,2425.985408
RNGE7M92XHFRHZCB,45.0,2015-08-16 19:14:10.000,94,Belen,Yes,Organic,2,5,0,115.0,7,3051.0,9645.0,6466.793256
RNGEH4GMATPEZ3VV,28.0,2015-05-20 04:41:36.000,24,Chanel,Yes,Cosmetics,0,24,0,253.0,16,4637.0,6643.0,5887.26495
NKCECFGDCG9ABPZB,3.0,2015-11-20 04:56:38.000,152,Rana,No ,Organic,0,98,0,119.0,5,8659.0,12804.0,10699.545472
CRTECN2QSGYM2NU4,33.0,2015-09-23 15:27:23.000,447,Sybil,Yes,Pet_care,0,12,1,159.0,3,2922.0,4474.0,578.65862835
PBXE68H4YDFFFFNX,12.0,2015-11-18 07:55:20.000,113,Makhai,No ,Technology,0,59,0,510.0,16,5894.0,12993.0,9904.810896
MUGEAGGKGVE5CCWZ,35.0,2015-09-22 17:26:36.000,205,Lula,Yes,Educational,0,8,0,142.0,5,1940.0,2659.0,2442.405735
SHTEDCZWV2KRXQ9F,28.0,2015-05-07 16:19:02.000,441,Russell,No ,Home_decor,2,80,0,236.0,11,3837.0,5611.0,4853.483
NKCEAGXHK66GHUGP,50.0,2015-11-17 05:56:11.000,24,,Yes,Educational,0,28,0,118.0,8,5111.0,7068.0,6196.839075
SNDEEFTGGBDEG7AR,40.0,2015-05-07 13:12:57.000,38,Alison,Yes,Fashion,3,70,0,362.0,12,2629.0,5886.0,4578.3639
WATDYFQ5WF55NGQJ,5.0,2016-03-27 22:52:13.000,151,Niara,Yes,Fashion,0,11,0,395.0,16,1440.0,5338.0,3789.041058
BAREGGF8KXRWMGZK,39.0,2016-03-29 21:48:47.000,65,Jami,No ,Cosmetics,2,79,0,279.0,16,6665.0,9581.0,8330.85
NKCDY8S8PH7ZAQYD,26.0,2015-09-25 14:26:04.000,358,Maleigha,Yes,Fashion,3,22,0,368.0,,1527.0,6608.0,4428.870075
FABE76TMDUNUVNUD,6.0,2015-09-26 17:28:24.000,186,Maylani,No ,Pet_care,0,87,0,143.0,11,2560.0,3760.0,3258.866688
PRCDYWYKEKFFDGBP,36.0,2016-03-05 06:54:55.000,93,Elivia,No ,Organic,2,17,0,146.0,8,4006.0,5684.0,4994.380512
